*****CSV file analysis*****
CSV dialect sniffing:
   - Created euro field ('1692.0') by dividing the value in 'APC paid (£) including VAT (calculated)' (1443.53) by 0.85315 (EUR -> GBP conversion rate on 2017-02-08) [fixer.io]
--- Analysing line 2532 ---
   - Created period field ('2016') by parsing value '2016-10-06' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1630.38') by dividing the value in 'APC paid (£) including VAT (calculated)' (1440) by 0.88323 (EUR -> GBP conversion rate on 2016-10-06) [fixer.io]
--- Analysing line 2533 ---
   - Created period field ('2016') by parsing value '2016-12-07' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1692.23') by dividing the value in 'APC paid (£) including VAT (calculated)' (1440) by 0.85095 (EUR -> GBP conversion rate on 2016-12-07) [fixer.io]
--- Analysing line 2534 ---
   - Empty DOI, line deleted
--- Analysing line 2535 ---
   - Created period field ('2017') by parsing value '2017-02-13' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1695.17') by dividing the value in 'APC paid (£) including VAT (calculated)' (1439.03) by 0.8489 (EUR -> GBP conversion rate on 2017-02-13) [fixer.io]
--- Analysing line 2536 ---
   - Created period field ('2017') by parsing value '2017-02-02' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1663.32') by dividing the value in 'APC paid (£) including VAT (calculated)' (1431.59) by 0.86068 (EUR -> GBP conversion rate on 2017-02-02) [fixer.io]
--- Analysing line 2537 ---
   - Created period field ('2016') by parsing value '2016-12-16' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1703.04') by dividing the value in 'APC paid (£) including VAT (calculated)' (1428.68) by 0.8389 (EUR -> GBP conversion rate on 2016-12-16) [fixer.io]
--- Analysing line 2538 ---
   - Drop mark found, line deleted
--- Analysing line 2539 ---
   - Created period field ('2016') by parsing value '2016-01-21' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1837.05') by dividing the value in 'APC paid (£) including VAT (calculated)' (1417.87) by 0.77182 (EUR -> GBP conversion rate on 2016-01-21) [fixer.io]
--- Analysing line 2540 ---
   - Created period field ('2016') by parsing value '2016-01-09' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1902.7') by dividing the value in 'APC paid (£) including VAT (calculated)' (1417.87) by 0.74519 (EUR -> GBP conversion rate on 2016-01-09) [fixer.io]
--- Analysing line 2541 ---
   - Drop mark found, line deleted
--- Analysing line 2542 ---
   - Drop mark found, line deleted
--- Analysing line 2543 ---
   - Created period field ('2016') by parsing value '2016-04-15' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1764.37') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1404) by 0.79575 (EUR -> GBP conversion rate on 2016-04-15) [fixer.io]
--- Analysing line 2544 ---
   - Empty DOI, line deleted
--- Analysing line 2545 ---
   - Created period field ('2016') by parsing value '2016-12-08' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1644.1') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1397.4) by 0.84995 (EUR -> GBP conversion rate on 2016-12-08) [fixer.io]
--- Analysing line 2546 ---
   - Created period field ('2016') by parsing value '2016-10-07' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1546.6') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1397.4) by 0.90353 (EUR -> GBP conversion rate on 2016-10-07) [fixer.io]
--- Analysing line 2547 ---
   - Created period field ('2016') by parsing value '2016-10-13' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1545.28') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1397.4) by 0.9043 (EUR -> GBP conversion rate on 2016-10-13) [fixer.io]
--- Analysing line 2548 ---
   - Created period field ('2016') by parsing value '2016-10-14' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1554.22') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1397.4) by 0.8991 (EUR -> GBP conversion rate on 2016-10-14) [fixer.io]
--- Analysing line 2549 ---
   - Created period field ('2016') by parsing value '2016-10-21' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1564.49') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1397.4) by 0.8932 (EUR -> GBP conversion rate on 2016-10-21) [fixer.io]
--- Analysing line 2550 ---
   - Created period field ('2016') by parsing value '2016-10-21' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1564.49') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1397.4) by 0.8932 (EUR -> GBP conversion rate on 2016-10-21) [fixer.io]
--- Analysing line 2551 ---
   - Empty DOI, line deleted
--- Analysing line 2552 ---
   - Created period field ('2016') by parsing value '2016-12-12' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1665.55') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1397.4) by 0.839 (EUR -> GBP conversion rate on 2016-12-12) [fixer.io]
--- Analysing line 2553 ---
   - Created period field ('2016') by parsing value '2016-12-12' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1665.55') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1397.4) by 0.839 (EUR -> GBP conversion rate on 2016-12-12) [fixer.io]
--- Analysing line 2554 ---
   - Created period field ('2016') by parsing value '2016-12-19' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1660.8') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1397.4) by 0.8414 (EUR -> GBP conversion rate on 2016-12-19) [fixer.io]
--- Analysing line 2555 ---
   - Created period field ('2016') by parsing value '2016-11-16' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1300.69') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1392) by 1.0702 (EUR -> USD conversion rate on 2016-11-16) [fixer.io]
--- Analysing line 2556 ---
   - Created period field ('2016') by parsing value '2016-09-23' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1605.63') by dividing the value in 'APC paid (£) including VAT (calculated)' (1387.824) by 0.86435 (EUR -> GBP conversion rate on 2016-09-23) [fixer.io]
--- Analysing line 2557 ---
   - Created period field ('2016') by parsing value '2016' in column 'Year of publication'
   - Created euro field ('1680.49') by dividing the value in 'APC paid (£) including VAT (calculated)' (1377.13) by 0.81948 (avg EUR -> GBP conversion rate in 2016) [ECB]
--- Analysing line 2558 ---
   - Created period field ('2016') by parsing value '2016-10-27' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1544.45') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1377) by 0.89158 (EUR -> GBP conversion rate on 2016-10-27) [fixer.io]
--- Analysing line 2559 ---
   - Created period field ('2016') by parsing value '2016-10-17' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1521.8') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1377) by 0.90485 (EUR -> GBP conversion rate on 2016-10-17) [fixer.io]
--- Analysing line 2560 ---
   - Created period field ('2016') by parsing value '2016-10-20' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1537.38') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1377) by 0.89568 (EUR -> GBP conversion rate on 2016-10-20) [fixer.io]
--- Analysing line 2561 ---
   - Created period field ('2016') by parsing value '2016-10-28' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1531.62') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1377) by 0.89905 (EUR -> GBP conversion rate on 2016-10-28) [fixer.io]
--- Analysing line 2562 ---
   - Created period field ('2016') by parsing value '2016-11-03' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1553.16') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1377) by 0.88658 (EUR -> GBP conversion rate on 2016-11-03) [fixer.io]
--- Analysing line 2563 ---
   - Created period field ('2016') by parsing value '2016-11-15' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1589.37') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1377) by 0.86638 (EUR -> GBP conversion rate on 2016-11-15) [fixer.io]
--- Analysing line 2564 ---
   - Empty DOI, line deleted
--- Analysing line 2565 ---
   - Created period field ('2016') by parsing value '2016-11-01' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1524.85') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1375) by 0.90173 (EUR -> GBP conversion rate on 2016-11-01) [fixer.io]
--- Analysing line 2566 ---
   - Created period field ('2016') by parsing value '2016-12-07' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1329.15') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1440) by 1.0834 (EUR -> CHF conversion rate on 2016-12-07) [fixer.io]
--- Analysing line 2567 ---
   - Created period field ('2017') by parsing value '2017-01-25' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1593.94') by dividing the value in 'APC paid (£) including VAT (calculated)' (1360) by 0.85323 (EUR -> GBP conversion rate on 2017-01-25) [fixer.io]
--- Analysing line 2568 ---
   - Created period field ('2016') by parsing value '2016-09-21' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1614.35') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1800) by 1.115 (EUR -> USD conversion rate on 2016-09-21) [fixer.io]
--- Analysing line 2569 ---
   - Created period field ('2016') by parsing value '2016-09-20' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1573.0') by dividing the value in 'APC paid (£) including VAT (calculated)' (1356.13) by 0.86213 (EUR -> GBP conversion rate on 2016-09-20) [fixer.io]
--- Analysing line 2570 ---
   - Created period field ('2016') by parsing value '2016-12-19' in column 'Date of initial application by author'
   - Created euro field ('1651.07') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1800) by 1.0902 (avg EUR -> CHF conversion rate in 2016) [ECB]
--- Analysing line 2571 ---
   - Created period field ('2016') by parsing value '2016-05-20' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1756.79') by dividing the value in 'APC paid (£) including VAT (calculated)' (1352.87) by 0.77008 (EUR -> GBP conversion rate on 2016-05-20) [fixer.io]
--- Analysing line 2572 ---
   - Created period field ('2016') by parsing value '2016-03-10' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1763.01') by dividing the value in 'APC paid (£) including VAT (calculated)' (1352.72) by 0.76728 (EUR -> GBP conversion rate on 2016-03-10) [fixer.io]
--- Analysing line 2573 ---
   - Empty DOI, line deleted
--- Analysing line 2574 ---
   - Created period field ('2016') by parsing value '2016-07-25' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1613.48') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1350) by 0.8367 (EUR -> GBP conversion rate on 2016-07-25) [fixer.io]
--- Analysing line 2575 ---
   - Created period field ('2016') by parsing value '2016-12-05' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1602.7') by dividing the value in 'APC paid (£) including VAT (calculated)' (1348.96) by 0.84168 (EUR -> GBP conversion rate on 2016-12-05) [fixer.io]
--- Analysing line 2576 ---
   - Empty DOI, line deleted
--- Analysing line 2577 ---
   - Created period field ('2016') by parsing value '2016-09-30' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1599.32') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1785) by 1.1161 (EUR -> USD conversion rate on 2016-09-30) [fixer.io]
--- Analysing line 2578 ---
   - Created period field ('2016') by parsing value '2016-10-21' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1495.99') by dividing the value in 'APC paid (£) including VAT (calculated)' (1336.22) by 0.8932 (EUR -> GBP conversion rate on 2016-10-21) [fixer.io]
--- Analysing line 2579 ---
   - Created period field ('2016') by parsing value '2016-10-16' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1486.16') by dividing the value in 'APC paid (£) including VAT (calculated)' (1336.21) by 0.8991 (EUR -> GBP conversion rate on 2016-10-16) [fixer.io]
--- Analysing line 2580 ---
   - Created period field ('2016') by parsing value '2016-10-12' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1211.45') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1335.02) by 1.102 (EUR -> USD conversion rate on 2016-10-12) [fixer.io]
--- Analysing line 2581 ---
   - Empty DOI, line deleted
--- Analysing line 2582 ---
   - Created period field ('2017') by parsing value '2017-02-02' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1547.61') by dividing the value in 'APC paid (£) including VAT (calculated)' (1332) by 0.86068 (EUR -> GBP conversion rate on 2017-02-02) [fixer.io]
--- Analysing line 2583 ---
   - Drop mark found, line deleted
--- Analysing line 2584 ---
   - Created period field ('2016') by parsing value '2016-12-15' in column 'Date of initial application by author'
   - Created euro field ('1610.78') by dividing the value in 'APC paid (£) including VAT (calculated)' (1320) by 0.81948 (avg EUR -> GBP conversion rate in 2016) [ECB]
--- Analysing line 2585 ---
   - Created period field ('2016') by parsing value '2016-12-12' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1573.3') by dividing the value in 'APC paid (£) including VAT (calculated)' (1320) by 0.839 (EUR -> GBP conversion rate on 2016-12-12) [fixer.io]
--- Analysing line 2586 ---
   - Created period field ('2016') by parsing value '2016-05-17' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1683.54') by dividing the value in 'APC paid (£) including VAT (calculated)' (1315.69) by 0.7815 (EUR -> GBP conversion rate on 2016-05-17) [fixer.io]
--- Analysing line 2587 ---
   - Created period field ('2016') by parsing value '2016-12-16' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1531.77') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1285) by 0.8389 (EUR -> GBP conversion rate on 2016-12-16) [fixer.io]
--- Analysing line 2588 ---
   - Created period field ('2016') by parsing value '2016-10-27' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1435.77') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1280.1) by 0.89158 (EUR -> GBP conversion rate on 2016-10-27) [fixer.io]
--- Analysing line 2589 ---
   - Created period field ('2016') by parsing value '2016-09-21' in column 'Date of APC payment'
   - Created euro field ('1500') by using the value in 'APC paid (actual currency) including VAT if charged' directly since the currency is EUR
--- Analysing line 2590 ---
   - Created period field ('2016') by parsing value '2016-11-03' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1410.19') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1250.25) by 0.88658 (EUR -> GBP conversion rate on 2016-11-03) [fixer.io]
--- Analysing line 2591 ---
   - Empty DOI, line deleted
--- Analysing line 2592 ---
   - Created period field ('2017') by parsing value '2017-02-06' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1454.62') by dividing the value in 'APC paid (£) including VAT (calculated)' (1250.25) by 0.8595 (EUR -> GBP conversion rate on 2017-02-06) [fixer.io]
--- Analysing line 2593 ---
   - Created period field ('2016') by parsing value '2016-10-12' in column 'Date of APC payment'
   - Created euro field ('1440') by using the value in 'APC paid (actual currency) including VAT if charged' directly since the currency is EUR
--- Analysing line 2594 ---
   - Created period field ('2016') by parsing value '2016-09-23' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1408.57') by dividing the value in 'APC paid (£) including VAT (calculated)' (1217.5) by 0.86435 (EUR -> GBP conversion rate on 2016-09-23) [fixer.io]
--- Analysing line 2595 ---
   - Created period field ('2017') by parsing value '2017-01-03' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1439.58') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1495) by 1.0385 (EUR -> USD conversion rate on 2017-01-03) [fixer.io]
--- Analysing line 2596 ---
   - Created period field ('2016') by parsing value '2016-07-26' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1326.36') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1458.6) by 1.0997 (EUR -> USD conversion rate on 2016-07-26) [fixer.io]
--- Analysing line 2597 ---
   - Created period field ('2016') by parsing value '2016-06-17' in column 'Date of initial application by author'
   - Created euro field ('1482.65') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1215) by 0.81948 (avg EUR -> GBP conversion rate in 2016) [ECB]
--- Analysing line 2598 ---
   - Created period field ('2016') by parsing value '2016-11-16' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1471.69') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1575) by 1.0702 (EUR -> USD conversion rate on 2016-11-16) [fixer.io]
--- Analysing line 2599 ---
   - Created period field ('2016') by parsing value '2016-09-15' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1399.5') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1575) by 1.1254 (EUR -> USD conversion rate on 2016-09-15) [fixer.io]
--- Analysing line 2600 ---
   - Created period field ('2016') by parsing value '2016-08-25' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1402.36') by dividing the value in 'APC paid (£) including VAT (calculated)' (1200) by 0.8557 (EUR -> GBP conversion rate on 2016-08-25) [fixer.io]
--- Analysing line 2601 ---
   - Created period field ('2016') by parsing value '2016-09-27' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1388.68') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1200) by 0.86413 (EUR -> GBP conversion rate on 2016-09-27) [fixer.io]
--- Analysing line 2602 ---
   - Created period field ('2016') by parsing value '2016' in column 'Date of APC payment'
   - Created euro field ('1464.34') by dividing the value in 'APC paid (£) including VAT (calculated)' (1200) by 0.81948 (avg EUR -> GBP conversion rate in 2016) [ECB]
--- Analysing line 2603 ---
   - Created period field ('2016') by parsing value '2016-12-12' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1430.27') by dividing the value in 'APC paid (£) including VAT (calculated)' (1200) by 0.839 (EUR -> GBP conversion rate on 2016-12-12) [fixer.io]
--- Analysing line 2604 ---
   - Created period field ('2016') by parsing value '2016-12-05' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1425.72') by dividing the value in 'APC paid (£) including VAT (calculated)' (1200) by 0.84168 (EUR -> GBP conversion rate on 2016-12-05) [fixer.io]
--- Analysing line 2605 ---
   - Created period field ('2016') by parsing value '2016' in column 'Year of publication'
   - Created euro field ('1464.34') by dividing the value in 'APC paid (£) including VAT (calculated)' (1200) by 0.81948 (avg EUR -> GBP conversion rate in 2016) [ECB]
--- Analysing line 2606 ---
   - Created period field ('2016') by parsing value '2016-01-06' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1625.82') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1194) by 0.7344 (EUR -> GBP conversion rate on 2016-01-06) [fixer.io]
--- Analysing line 2607 ---
   - Empty DOI, line deleted
--- Analysing line 2608 ---
   - Created period field ('2016') by parsing value '2016-10-31' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1319.27') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1188) by 0.9005 (EUR -> GBP conversion rate on 2016-10-31) [fixer.io]
--- Analysing line 2609 ---
   - Created period field ('2016') by parsing value '2016-12-13' in column 'Date of initial application by author'
   - Created euro field ('1449.7') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1188) by 0.81948 (avg EUR -> GBP conversion rate in 2016) [ECB]
--- Analysing line 2610 ---
   - Created period field ('2016') by parsing value '2016-10-06' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1345.06') by dividing the value in 'APC paid (£) including VAT (calculated)' (1188) by 0.88323 (EUR -> GBP conversion rate on 2016-10-06) [fixer.io]
--- Analysing line 2611 ---
   - Created period field ('2016') by parsing value '2016-10-16' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1321.32') by dividing the value in 'APC paid (£) including VAT (calculated)' (1188) by 0.8991 (EUR -> GBP conversion rate on 2016-10-16) [fixer.io]
--- Analysing line 2612 ---
   - Empty DOI, line deleted
--- Analysing line 2613 ---
   - Created period field ('2016') by parsing value '2016-12-12' in column 'Date of initial application by author'
   - Created euro field ('1449.7') by dividing the value in 'APC paid (£) including VAT (calculated)' (1188) by 0.81948 (avg EUR -> GBP conversion rate in 2016) [ECB]
--- Analysing line 2614 ---
   - Created period field ('2017') by parsing value '2017-01-31' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1379.71') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1188) by 0.86105 (EUR -> GBP conversion rate on 2017-01-31) [fixer.io]
--- Analysing line 2615 ---
   - Created period field ('2016') by parsing value '2016-01-18' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1090.71') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1188) by 1.0892 (EUR -> USD conversion rate on 2016-01-18) [fixer.io]
--- Analysing line 2616 ---
   - Created period field ('2016') by parsing value '2016-01-25' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1098.47') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1188) by 1.0815 (EUR -> USD conversion rate on 2016-01-25) [fixer.io]
--- Analysing line 2617 ---
   - Created period field ('2016') by parsing value '2016-06-07' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1046.88') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1188) by 1.1348 (EUR -> USD conversion rate on 2016-06-07) [fixer.io]
--- Analysing line 2618 ---
   - Created period field ('2016') by parsing value '2016-07-11' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1075.21') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1188) by 1.1049 (EUR -> USD conversion rate on 2016-07-11) [fixer.io]
--- Analysing line 2619 ---
   - Created period field ('2016') by parsing value '2016-09-05' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1064.9') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1188) by 1.1156 (EUR -> USD conversion rate on 2016-09-05) [fixer.io]
--- Analysing line 2620 ---
   - Created period field ('2016') by parsing value '2016-07-01' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1066.91') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1188) by 1.1135 (EUR -> USD conversion rate on 2016-07-01) [fixer.io]
--- Analysing line 2621 ---
   - Created period field ('2016') by parsing value '2016-08-16' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1051.79') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1188) by 1.1295 (EUR -> USD conversion rate on 2016-08-16) [fixer.io]
--- Analysing line 2622 ---
   - Created period field ('2016') by parsing value '2016-08-05' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1064.9') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1188) by 1.1156 (EUR -> USD conversion rate on 2016-08-05) [fixer.io]
--- Analysing line 2623 ---
   - Created period field ('2016') by parsing value '2016-10-07' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1066.43') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1188) by 1.114 (EUR -> USD conversion rate on 2016-10-07) [fixer.io]
--- Analysing line 2624 ---
   - Created period field ('2016') by parsing value '2016-10-26' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1087.41') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1188) by 1.0925 (EUR -> USD conversion rate on 2016-10-26) [fixer.io]
--- Analysing line 2625 ---
   - Created period field ('2016') by parsing value '2016-12-20' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1414.66') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1188) by 0.83978 (EUR -> GBP conversion rate on 2016-12-20) [fixer.io]
--- Analysing line 2626 ---
   - Created period field ('2016') by parsing value '2016-05-16' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1507.61') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1188) by 0.788 (EUR -> GBP conversion rate on 2016-05-16) [fixer.io]
--- Analysing line 2627 ---
   - Created period field ('2016') by parsing value '2016-10-10' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1318.97') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1188) by 0.9007 (EUR -> GBP conversion rate on 2016-10-10) [fixer.io]
--- Analysing line 2628 ---
   - Created period field ('2016') by parsing value '2016-10-17' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1312.92') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1188) by 0.90485 (EUR -> GBP conversion rate on 2016-10-17) [fixer.io]
--- Analysing line 2629 ---
   - Created period field ('2016') by parsing value '2016-10-24' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1334.61') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1188) by 0.89015 (EUR -> GBP conversion rate on 2016-10-24) [fixer.io]
--- Analysing line 2630 ---
   - Created period field ('2016') by parsing value '2016-10-30' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1321.39') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1188) by 0.89905 (EUR -> GBP conversion rate on 2016-10-30) [fixer.io]
--- Analysing line 2631 ---
   - Created period field ('2016') by parsing value '2016-11-24' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1400.94') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1188) by 0.848 (EUR -> GBP conversion rate on 2016-11-24) [fixer.io]
--- Analysing line 2632 ---
   - Created period field ('2016') by parsing value '2016-12-12' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1415.97') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1188) by 0.839 (EUR -> GBP conversion rate on 2016-12-12) [fixer.io]
--- Analysing line 2633 ---
   - Created period field ('2016') by parsing value '2016-12-15' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1421.09') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1188) by 0.83598 (EUR -> GBP conversion rate on 2016-12-15) [fixer.io]
--- Analysing line 2634 ---
   - Created period field ('2016') by parsing value '2016-12-05' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1411.46') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1188) by 0.84168 (EUR -> GBP conversion rate on 2016-12-05) [fixer.io]
--- Analysing line 2635 ---
   - Created period field ('2016') by parsing value '2016-12-20' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1414.66') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1188) by 0.83978 (EUR -> GBP conversion rate on 2016-12-20) [fixer.io]
--- Analysing line 2636 ---
   - Created period field ('2016') by parsing value '2016-10-03' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1360.54') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1188) by 0.87318 (EUR -> GBP conversion rate on 2016-10-03) [fixer.io]
--- Analysing line 2637 ---
   - Created period field ('2016') by parsing value '2016-10-24' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1334.61') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1188) by 0.89015 (EUR -> GBP conversion rate on 2016-10-24) [fixer.io]
--- Analysing line 2638 ---
   - Created period field ('2016') by parsing value '2016-11-14' in column 'Date of APC payment'
