Institution name;Date of Submission;Date of Acceptance;DOI;Article Title;Article Type;article_is_hybrid;Article OA Status;Publisher Name;Journal Name;Journal ISSN(s);Article License
University of Zurich;09.10.2024;18.11.2024;10.1016/j.ejro.2024.100614;Low-Dose Lung CT: Optimizing Diagnostic Radiation Dose – A Phantom Study;FLA;FALSE;Full Open Access;Elsevier;European Journal of Radiology Open;2352-0477;CC BY
University of Zurich;06.05.2024;13.08.2024;10.1016/j.ejro.2024.100596;Radiomics on Slice-reduced versus Full-chest Computed Tomography for Diagnosis and Staging of Interstitial Lung Disease in Systemic Sclerosis: A Comparative Analysis;FLA;FALSE;Full Open Access;Elsevier;European Journal of Radiology Open;2352-0477;CC BY
University of Zurich;05.06.2024;28.05.2024;10.1016/j.ejro.2024.100574;Increasing the Rate of Datasets Amenable to CTFFR and Quantitative Plaque Analysis: Value of Software for Reducing Stair-Step Artifacts demonstrated in Photon-Counting Detector CT;FLA;FALSE;Full Open Access;Elsevier;European Journal of Radiology Open;2352-0477;CC BY
University of Zurich;28.11.2023;29.01.2024;10.1016/j.ejro.2024.100552;Autoimmune Encephalitis: Early and Late Findings on Serial MR Imaging and Correlation to Treatment Timepoints;FLA;FALSE;Full Open Access;Elsevier;European Journal of Radiology Open;2352-0477;CC BY
University of Zurich;26.06.2024;25.11.2024;10.1016/j.ejrad.2024.111856;Contrast-enhanced pseudo-CT of finger joints: Improved diagnostic confidence for detection of inflammatory erosions;FLA;TRUE;Hybrid Open Access;Elsevier;European Journal of Radiology;0720-048X;CC BY
University of Zurich;07.05.2024;05.09.2024;10.1016/j.ejrad.2024.111729;Impact of posture and axial loading on lumbar intervertebral disc dimensions investigated by transabdominal ultrasound;FLA;TRUE;Hybrid Open Access;Elsevier;European Journal of Radiology;0720-048X;CC BY
University of Zurich;20.03.2024;02.08.2024;10.1016/j.ejrad.2024.111663;Deep learning reconstruction for optimized bone assessment in zero echo time MR imaging of the knee;FLA;TRUE;Hybrid Open Access;Elsevier;European Journal of Radiology;0720-048X;CC BY
University of Zurich;02.11.2024;10.07.2024;10.1016/j.ejrad.2024.111614;Potential of no contrast breast CT to exploit lesion density and favor breast cancer detection: a pilot study.;FLA;TRUE;Hybrid Open Access;Elsevier;European Journal of Radiology;0720-048X;CC BY
University of Zurich;04.12.2024;16.06.2024;10.1016/j.ejrad.2024.111581;AI-based Automated Evaluation of Image Quality and Protocol tailoring in Patients Undergoing MRI for suspected Prostate Cancer;FLA;TRUE;Hybrid Open Access;Elsevier;European Journal of Radiology;0720-048X;CC BY
University of Zurich;02.06.2024;09.04.2024;10.1016/j.ejrad.2024.111463;MRI-based monitoring of prostate cancer after HIFU: Inter-reader agreement and diagnostic performance of the PI-FAB score;FLA;TRUE;Hybrid Open Access;Elsevier;European Journal of Radiology;0720-048X;CC BY
University of Zurich;25.04.2023;12.07.2024;10.1016/j.ejor.2024.07.014;Bilevel Optimization Approach for Fuel Treatment Planning;FLA;TRUE;Hybrid Open Access;Elsevier;European Journal of Operational Research;0377-2217;CC BY
University of Zurich;23.11.2023;09.03.2024;10.1016/j.ejon.2024.102555;Contextual determinants of guideline-based family support during end-of-life cancer care and subsequent bereavement care: A cross-sectional survey of registered nurses;FLA;TRUE;Hybrid Open Access;Elsevier;European Journal of Oncology Nursing;1462-3889;CC BY
University of Zurich;07.03.2023;06.02.2024;10.1016/j.ejmp.2024.103317;Risk adaptive planning with biology-based constraints may lead to higher tumor control probability in tumors of the canine brain: a planning study;FLA;TRUE;Hybrid Open Access;Elsevier;Physica Medica;1120-1797;CC BY-NC-ND
University of Zurich;12.11.2023;29.04.2024;10.1016/j.ejmg.2024.104945;DPF2-related Coffin-Siris syndrome type 7 in two generations;CRP;FALSE;Full Open Access;Elsevier;European Journal of Medical Genetics;1769-7212;CC BY
University of Zurich;30.10.2024;29.11.2024;10.1016/j.ejca.2024.115161;Treatment sequence with tebentafusp and immune checkpoint inhibitors in patients with metastatic uveal melanoma and metastatic GNA11/GNAQ mutant melanocytic tumors;FLA;TRUE;Hybrid Open Access;Elsevier;European Journal of Cancer;0959-8049;CC BY
University of Zurich;21.08.2024;29.10.2024;10.1016/j.ejca.2024.115106;Why effect sizes are systematically larger for progression-free survival than overall survival in cancer drug trials: prognostic scores as a way forward;FLA;TRUE;Hybrid Open Access;Elsevier;European Journal of Cancer;0959-8049;CC BY
University of Zurich;27.04.2024;28.06.2024;10.1016/j.ejca.2024.114202;“Symptomatic” melanoma brain metastases: a call for clear definitions and adoption of standardized tools;FLA;TRUE;Hybrid Open Access;Elsevier;European Journal of Cancer;0959-8049;CC BY
University of Zurich;15.12.2023;06.04.2024;10.1016/j.ejca.2024.114062;European clinical practice guidelines for the definition, diagnosis, and treatment of oligometastatic esophagogastric cancer (OMEC-4);FLA;TRUE;Hybrid Open Access;Elsevier;European Journal of Cancer;0959-8049;CC BY
University of Zurich;27.11.2023;29.01.2024;10.1016/j.econlet.2024.111575;Forecasting Inflation Using Sentiment;SCO;TRUE;Hybrid Open Access;Elsevier;Economics Letters;0165-1765;CC BY
University of Zurich;04.04.2024;13.08.2024;10.1016/j.ecolind.2024.112502;Drivers of spatio-temporal variation in organic matter decomposition across a river network;FLA;FALSE;Full Open Access;Elsevier;Ecological Indicators;1470-160X;CC BY
University of Zurich;03.04.2024;08.05.2024;10.1016/j.eclinm.2024.102661;GLP-1 receptor agonists for weight reduction in people living with obesity but without diabetes: a living benefit–harm modelling study;FLA;FALSE;Full Open Access;Elsevier;eClinicalMedicine;2589-5370;CC BY
University of Zurich;06.10.2024;15.09.2024;10.1016/j.ebr.2024.100710;Effects of steroids on super-refractory status epilepticus in tick-borne meningoencephalitis;CRP;FALSE;Full Open Access;Elsevier;Epilepsy & Behavior Reports;2589-9864;CC BY
University of Zurich;02.06.2024;28.06.2024;10.1016/j.ebr.2024.100692;The potential of large language model chatbots for application to epilepsy: Let’s talk about physical exercise;SCO;FALSE;Full Open Access;Elsevier;Epilepsy & Behavior Reports;2589-9864;CC BY
University of Zurich;22.03.2024;17.10.2024;10.1016/j.ebiom.2024.105434;Which experimental factors govern successful animal-to-human translation in multiple sclerosis drug development? A systematic review and meta-analysis;FLA;FALSE;Full Open Access;Elsevier;eBioMedicine;2352-3964;CC BY
University of Zurich;10.01.2023;27.06.2024;10.1016/j.ebiom.2024.105240;Human effector CD8+ T cells with an activated and exhausted-like phenotype control tumour growth in vivo in a humanized tumour model;FLA;FALSE;Full Open Access;Elsevier;eBioMedicine;2352-3964;CC BY
University of Zurich;07.11.2024;30.09.2024;10.1016/j.drugpo.2024.104610;The ZÃ¼ri Can study: Can regulated cannabis sales promote lower-risk cannabis use? Mini-Review and study protocol;FLA;TRUE;Hybrid Open Access;Elsevier;International Journal of Drug Policy;0955-3959;CC BY
University of Zurich;17.03.2024;06.06.2024;10.1016/j.domaniend.2024.106869;Incretin therapy in feline diabetes mellitus – a review of the current state of research;REV;TRUE;Hybrid Open Access;Elsevier;Domestic Animal Endocrinology;0739-7240;CC BY
University of Zurich;15.07.2024;08.11.2024;10.1016/j.dnarep.2024.103786;The interferon response at the intersection of genome integrity and innate immunity;FLA;TRUE;Hybrid Open Access;Elsevier;DNA Repair;1568-7864;CC BY
University of Zurich;09.12.2024;11.11.2024;10.1016/j.dib.2024.111139;Mechanical, water contact angle and fiber thickness data for Insulin-like Growth Gactor-1 (IGF-1) incorporated in electrospun random DegraPol® fibers and IGF-1 impact on tenocyte aspect ratio and gene expression data;DAT;FALSE;Full Open Access;Elsevier;Data in Brief;2352-3409;CC BY
University of Zurich;07.03.2024;17.10.2024;10.1016/j.dib.2024.111069;Adhesion extent data of repaired rabbit Achilles tendons three weeks post-surgery and characterization data of different implant materials used for these surgeries;DAT;FALSE;Full Open Access;Elsevier;Data in Brief;2352-3409;CC BY
University of Zurich;23.05.2024;02.09.2024;10.1016/j.dib.2024.110914;UV-Vis spectra, molar extinction coefficients and circular dichroism spectra for the two cyanobacterial metabolites anabaenopeptin A and anabaenopeptin B;DAT;FALSE;Full Open Access;Elsevier;Data in Brief;2352-3409;CC BY
University of Zurich;18.07.2024;23.08.2024;10.1016/j.dib.2024.110886;PAR 2 gene expression data and morphology data of rabbit Achilles tenocytes stimulated with PDGF BB in vitro;DAT;FALSE;Full Open Access;Elsevier;Data in Brief;2352-3409;CC BY
University of Zurich;04.03.2024;30.07.2024;10.1016/j.dib.2024.110799;Shape and joint angle data for seven European horse breeds and their repeatability;DAT;FALSE;Full Open Access;Elsevier;Data in Brief;2352-3409;CC BY
University of Zurich;02.07.2024;15.07.2024;10.1016/j.dib.2024.110764;Inertial sensor data of horses from four breeds at walk and trot in hand on a straight line;DAT;FALSE;Full Open Access;Elsevier;Data in Brief;2352-3409;CC BY
University of Zurich;17.01.2024;05.02.2024;10.1016/j.dib.2024.110188;Dataset on Stroke Infarct Volume in Rodents: A Comparison of MRI and Histological Methods;DAT;FALSE;Full Open Access;Elsevier;Data in Brief;2352-3409;CC BY
University of Zurich;03.10.2024;05.07.2024;10.1016/j.diagmicrobio.2024.116429;Burkholderia cenocepacia ST-250 in cystic fibrosis patients in Switzerland: genomic investigation of transmission routes;FLA;TRUE;Hybrid Open Access;Elsevier;Diagnostic Microbiology & Infectious Disease;0732-8893;CC BY
University of Zurich;16.08.2023;17.04.2024;10.1016/j.diagmicrobio.2024.116308;Comparison of three cartridge-based platforms for syndromic testing for respiratory viruses;FLA;TRUE;Hybrid Open Access;Elsevier;Diagnostic Microbiology & Infectious Disease;0732-8893;CC BY
University of Zurich;15.02.2024;19.03.2024;10.1016/j.diagmicrobio.2024.116280;Sucrose-fermenting Salmonella Typhimurium N23-2364: a challenge for the diagnostic laboratory;CRP;TRUE;Hybrid Open Access;Elsevier;Diagnostic Microbiology & Infectious Disease;0732-8893;CC BY
University of Zurich;11.09.2023;16.07.2024;10.1016/j.devcel.2024.07.015;GLUD1 determines murine muscle stem cell fate by controlling mitochondrial glutamate levels;FLA;TRUE;Hybrid Open Access;Elsevier;Developmental Cell;1534-5807;CC BY-NC-ND
University of Zurich;09.04.2023;23.07.2024;10.1016/j.dental.2024.07.017;Load-bearing capacity, internal accuracy and time-efficiency of heat-pressed, milled and 3D-printed lithium disilicate ultra-thin occlusal veneers;FLA;TRUE;Hybrid Open Access;Elsevier;Dental Materials;0109-5641;CC BY
University of Zurich;22.06.2023;06.02.2024;10.1016/j.dental.2024.02.002;Initial bacterial adherence and biofilm formation on novel restorative materials used in paediatric dentistry;FLA;TRUE;Hybrid Open Access;Elsevier;Dental Materials;0109-5641;CC BY
University of Zurich;19.04.2023;17.03.2024;10.1016/j.dcn.2024.101369;Are Numerical Abilities Determined at Early Age? A Brain Morphology Study in Children and Adolescents with and without Developmental Dyscalculia;FLA;FALSE;Full Open Access;Elsevier;Developmental Cognitive Neuroscience;1878-9293;CC BY
University of Zurich;19.08.2024;09.12.2024;10.1016/j.dci.2024.105302;Haemolymphatic tissues of captive boa constrictor (Boa constrictor): morphological features in healthy individuals and with Boid Inclusion Body Disease;FLA;TRUE;Hybrid Open Access;Elsevier;Developmental and Comparative Immunology;0145-305X;CC BY
University of Zurich;24.12.2024;31.12.2024;10.1016/j.dark.2024.101803;Neutrino masses from large-scale structures: future sensitivity and theory dependence;FLA;TRUE;Hybrid Open Access;Elsevier;Physics of the Dark Universe;2212-6864;CC BY
University of Zurich;22.12.2023;29.07.2024;10.1016/j.ctrv.2024.102807;Central nervous system metastases in advanced non-small cell lung cancer: A review of the therapeutic landscape;REV;TRUE;Hybrid Open Access;Elsevier;Cancer Treatment Reviews;0305-7372;CC BY-NC
University of Zurich;24.07.2024;30.09.2024;10.1016/j.ctro.2024.100871;Reirradiation - Still navigating uncharted waters?;REV;FALSE;Full Open Access;Elsevier;Clinical and Translational Radiation Oncology;2405-6308;CC BY
University of Zurich;19.05.2024;07.08.2024;10.1016/j.ctro.2024.100838;Clinical Management of Oligometastatic Cancer: Applying Multidisciplinary Tumor Board Recommendations in Practice;FLA;FALSE;Full Open Access;Elsevier;Clinical and Translational Radiation Oncology;2405-6308;CC BY-NC-ND
University of Zurich;28.08.2023;21.03.2024;10.1016/j.ctro.2024.100766;Stereotactic Ablative Radiotherapy for treating primary head and neck cancer and locoregional recurrence: a comprehensive review of the literature;FLA;FALSE;Full Open Access;Elsevier;Clinical and Translational Radiation Oncology;2405-6308;CC BY
University of Zurich;07.04.2023;15.02.2024;10.1016/j.ctro.2024.100748;Stereotactic body radiotherapy for oligoprogression with or without switch of systemic therapy;FLA;FALSE;Full Open Access;Elsevier;Clinical and Translational Radiation Oncology;2405-6308;CC BY
University of Zurich;22.07.2023;07.01.2024;10.1016/j.ctro.2024.100724;Patterns of metastatic spread and tumor burden in unselected cancer patients using PET imaging: Implications for the oligometastatic spectrum theory;FLA;FALSE;Full Open Access;Elsevier;Clinical and Translational Radiation Oncology;2405-6308;CC BY
University of Zurich;21.10.2024;27.11.2024;10.1016/j.crwh.2024.e00673;Gracilis flap and partial colpocleisis of Kahr for pelvic organ prolapse after anterior exenteration: A case report;CRP;FALSE;Full Open Access;Elsevier;Case Reports in Women's Health;2214-9112;CC BY
University of Zurich;01.06.2024;05.07.2024;10.1016/j.crm.2024.100635;A framework for policy assessment using exploratory modeling and analysis: an application in flood control;FLA;FALSE;Full Open Access;Elsevier;Climate Risk Management;2212-0963;CC BY
University of Zurich;27.03.2023;18.01.2024;10.1016/j.cose.2024.103737;RCVaR: an Economic Approach to Estimate Cyberattacks Costs using Data from Industry Reports;FLA;TRUE;Hybrid Open Access;Elsevier;Computers & Security;0167-4048;CC BY
University of Zurich;01.04.2024;20.05.2024;10.1016/j.cortex.2024.05.013;Keeping up with ourselves: Multimodal processes underlying body ownership across the lifespan;FLA;TRUE;Hybrid Open Access;Elsevier;Cortex;0010-9452;CC BY
University of Zurich;21.05.2024;25.06.2024;10.1016/j.copsyc.2024.101837;AI-Teaming: Redefining Collaboration in the Digital Era;REV;TRUE;Hybrid Open Access;Elsevier;Current Opinion in Psychology;2352-250X;CC BY
University of Zurich;16.01.2024;21.04.2024;10.1016/j.conctc.2024.101298;Freely accessible software for recruitment prediction and recruitment monitoring of clinical trials: a systematic review;REV;FALSE;Full Open Access;Elsevier;Contemporary Clinical Trials Communications;2451-8654;CC BY
University of Zurich;03.06.2024;11.05.2024;10.1016/j.comppsych.2024.152501;Impact of psychopathology on day-to-day living in patients with schizophrenia: A network analysis;FLA;FALSE;Full Open Access;Elsevier;Comprehensive Psychiatry;0010-440X;CC BY
University of Zurich;29.11.2023;20.01.2024;10.1016/j.comppsych.2024.152454;Stress as a mediator of brain alterations in attention-deficit hyperactivity disorder: A systematic review;REV;FALSE;Full Open Access;Elsevier;Comprehensive Psychiatry;0010-440X;CC BY
University of Zurich;05.05.2023;07.04.2024;10.1016/j.compedu.2024.105051;Listen closely: Prosodic signals in podcast support learning;FLA;TRUE;Hybrid Open Access;Elsevier;Computers & Education;0360-1315;CC BY
University of Zurich;12.04.2023;22.02.2024;10.1016/j.compedu.2024.105024;Running in circles: A systematic review of reviews on technological pedagogical content knowledge (TPACK);FLA;TRUE;Hybrid Open Access;Elsevier;Computers & Education;0360-1315;CC BY
University of Zurich;25.09.2024;04.12.2024;10.1016/j.compbiomed.2024.109536;A novel augmented reality-based simulator for enhancing orthopedic surgical training;FLA;TRUE;Hybrid Open Access;Elsevier;Computers in Biology and Medicine;0010-4825;CC BY
University of Zurich;10.05.2023;26.06.2024;10.1016/j.compbiomed.2024.108825;GILEA: In silico phenome profiling and editing using GAN Inversion;FLA;TRUE;Hybrid Open Access;Elsevier;Computers in Biology and Medicine;0010-4825;CC BY
University of Zurich;28.02.2024;20.07.2024;10.1016/j.cois.2024.101239;Host-location by arthropod vectors: Are microorganisms in control?;REV;TRUE;Hybrid Open Access;Elsevier;Current Opinion in Insect Science;2214-5745;CC BY
University of Zurich;04.02.2024;12.11.2024;10.1016/j.cogpsych.2024.101702;Updating of Information in Working Memory: Time Course and Consequences;FLA;TRUE;Hybrid Open Access;Elsevier;Cognitive Psychology;0010-0285;CC BY
University of Zurich;19.12.2023;31.10.2024;10.1016/j.cognition.2024.106004;Generics and Quantified Generalizations: Asymmetry Effects and Strategic Communicators;FLA;TRUE;Hybrid Open Access;Elsevier;Cognition;0010-0277;CC BY
University of Zurich;31.01.2024;15.04.2024;10.1016/j.cognition.2024.105795;Grouping in working memory guides chunk formation in long-term memory: Evidence from the Hebb effect;FLA;TRUE;Hybrid Open Access;Elsevier;Cognition;0010-0277;CC BY
University of Zurich;28.03.2024;18.05.2024;10.1016/j.cmicom.2024.100004;Molecular epidemiology of invasive Group A Streptococcal infections before and after the COVID-19 pandemic in Switzerland;FLA;FALSE;Full Open Access;Elsevier;CMI Communications;2950-5909;CC BY
University of Zurich;10.07.2024;24.12.2024;10.1016/j.cmi.2024.12.038;Viability assessment of Chlamydia trachomatis in men who have sex with men using molecular and culture methods;FLA;TRUE;Hybrid Open Access;Elsevier;Clinical Microbiology and Infection;1198-743X;CC BY
University of Zurich;08.06.2024;19.11.2024;10.1016/j.cmi.2024.11.032;Development and validation of selection algorithms for a non-ventilator hospital-acquired pneumonia (nvHAP) semi-automated surveillance system;FLA;TRUE;Hybrid Open Access;Elsevier;Clinical Microbiology and Infection;1198-743X;CC BY
University of Zurich;04.09.2024;07.09.2024;10.1016/j.clinph.2024.09.015;Intra-epidermal electrically evoked potentials are sensitive to detect degenerative cervical myelopathy suggesting their spinothalamic propagation;FLA;TRUE;Hybrid Open Access;Elsevier;Clinical Neurophysiology;1388-2457;CC BY
University of Zurich;09.01.2023;16.07.2024;10.1016/j.clinph.2024.07.007;Novel neurophysiological evidence for preserved pain habituation across chronic pain conditions;FLA;TRUE;Hybrid Open Access;Elsevier;Clinical Neurophysiology;1388-2457;CC BY
University of Zurich;22.09.2023;14.06.2024;10.1016/j.clbc.2024.06.011;Psychiatric diagnoses and their treatment in women with breast cancer: a latent class analysis of 1062 inpatients;FLA;TRUE;Hybrid Open Access;Elsevier;Clinical Breast Cancer;1526-8209;CC BY
University of Zurich;04.06.2024;31.07.2024;10.1016/j.chpulm.2024.100094;Lung volume changes in stable preterm infants weaned from nCPAP to high-flow: a prospective cohort study;FLA;FALSE;Full Open Access;Elsevier;CHEST Pulmonary;2949-7892;CC BY
University of Zurich;28.12.2023;14.03.2024;10.1016/j.chpulm.2024.100054;Effect of eccentric cycling on oxygen uptake and hemodynamics in patients with pulmonary vascular disease. A randomized controlled, cross-over trial.;FLA;FALSE;Full Open Access;Elsevier;CHEST Pulmonary;2949-7892;CC BY
University of Zurich;08.07.2023;28.05.2024;10.1016/j.childyouth.2024.107718;Raised in Conditions of Psychosocial Deprivation: Effects of Infant Institutionalization on Early Development;FLA;TRUE;Hybrid Open Access;Elsevier;Children and Youth Services Review;0190-7409;CC BY-NC-ND
University of Zurich;11.03.2023;20.06.2024;10.1016/j.chiabu.2024.106917;Effects of early institutionalization involving psychosocial deprivation on cognitive functioning 60 years later: Findings of the LifeStories project;FLA;TRUE;Hybrid Open Access;Elsevier;Child Abuse & Neglect;0145-2134;CC BY-NC
University of Zurich;19.03.2024;24.07.2024;10.1016/j.checat.2024.101085;A Metadynamics Study of Water Oxidation Reactions at (001)-WO3/liquid-water Interface;FLA;TRUE;Hybrid Open Access;Elsevier;Chem Catalysis;2667-1093;CC BY-NC-ND
University of Zurich;29.09.2023;03.01.2024;10.1016/j.chb.2024.108138;Screen time vs. scream time: Developmental interrelations between young children's screen time, negative affect, and effortful control;FLA;TRUE;Hybrid Open Access;Elsevier;Computers in Human Behavior;0747-5632;CC BY
University of Zurich;19.08.2024;30.10.2024;10.1016/j.cgh.2024.10.034;Efficacy and Safety of Budesonide Orodispersible Tablets for Eosinophilic Esophagitis up to 3 Years: an Open-Label Extension Study;FLA;TRUE;Hybrid Open Access;Elsevier;Clinical Gastroenterology and Hepatology;1542-3565;CC BY
University of Zurich;30.11.2023;12.11.2024;10.1016/j.celrep.2024.115019;Selective autophagy impedes KSHV entry after recruiting the membrane damage sensor galectin-8 to virus-containing endosomes;FLA;FALSE;Full Open Access;Elsevier;Cell Reports;2211-1247;CC BY
University of Zurich;12.11.2023;27.06.2024;10.1016/j.celrep.2024.114500;BDNF-TrkB signaling orchestrates the buildup process of local sleep;FLA;FALSE;Full Open Access;Elsevier;Cell Reports;2211-1247;CC BY
University of Zurich;02.09.2023;07.06.2024;10.1016/j.celrep.2024.114395;Macrophages preserve endothelial cell specialization in the adrenal gland to modulate aldosterone secretion and blood pressure;FLA;FALSE;Full Open Access;Elsevier;Cell Reports;2211-1247;CC BY
University of Zurich;22.07.2023;25.04.2024;10.1016/j.celrep.2024.114220;A phosphate transporter in VIPergic neurons of the suprachiasmatic nucleus gates locomotor activity during the light/dark transition in mice.;FLA;FALSE;Full Open Access;Elsevier;Cell Reports;2211-1247;CC BY
University of Zurich;09.05.2023;28.03.2024;10.1016/j.celrep.2024.114106;Space and genealogy determine inter-individual differences in siderophore gene expression in bacterial colonies;FLA;FALSE;Full Open Access;Elsevier;Cell Reports;2211-1247;CC BY
University of Zurich;30.10.2023;29.02.2024;10.1016/j.celrep.2024.113968;The lateral habenula: A hub for value-guided behavior;REV;FALSE;Full Open Access;Elsevier;Cell Reports;2211-1247;CC BY-NC
University of Zurich;07.06.2023;19.11.2024;10.1016/j.cell.2024.11.030;DNA end sensing and cleavage by the Shedu anti-phage defense system;FLA;TRUE;Hybrid Open Access;Elsevier;Cell;0092-8674;CC BY-NC-ND
University of Zurich;13.12.2023;26.01.2024;10.1016/j.cell.2024.01.042;Past, present, and future of CRISPR genome editing technologies;REV;TRUE;Hybrid Open Access;Elsevier;Cell;0092-8674;CC BY
University of Zurich;03.11.2024;03.05.2024;10.1016/j.ceb.2024.102375;Structural determinants of intermediate filament mechanics;REV;TRUE;Hybrid Open Access;Elsevier;Current Opinion in Cell Biology;0955-0674;CC BY
University of Zurich;16.10.2024;04.12.2024;10.1016/j.cbpa.2024.111789;Does intestine length explain digesta retention times in birds and mammals?;FLA;TRUE;Hybrid Open Access;Elsevier;Comparative Biochemistry and Physiology, Part A;1095-6433;CC BY-NC-ND
University of Zurich;15.02.2024;04.03.2024;10.1016/j.cbpa.2024.111621;The effect of size and density on the mean retention time of particles in reindeer (Rangifer tarandus);FLA;TRUE;Hybrid Open Access;Elsevier;Comparative Biochemistry and Physiology, Part A;1095-6433;CC BY-NC-ND
University of Zurich;22.01.2024;28.02.2024;10.1016/j.cbpa.2024.102444;Fluorogenic polymethine dyes by intramolecular cyclization;REV;TRUE;Hybrid Open Access;Elsevier;Current Opinion in Chemical Biology;1367-5931;CC BY
University of Zurich;03.08.2024;08.06.2024;10.1016/j.catena.2024.108177;Soil development trajectories, chemical weathering and pedogenic mineral (trans)formation on glauconitic calcarenites in a Mediterranean area;FLA;TRUE;Hybrid Open Access;Elsevier;Catena;0341-8162;CC BY
University of Zurich;31.07.2024;25.09.2024;10.1016/j.carres.2024.109283;Synthesis of trisaccharide antigens featuring colitose, abequose and fucose residues and assessment of antibody binding on antigen arrays;FLA;TRUE;Hybrid Open Access;Elsevier;Carbohydrate Research;0008-6215;CC BY
University of Zurich;24.07.2023;13.01.2024;10.1016/j.canlet.2024.216650;Ex vivo modeling of acquired drug resistance in BRAF - mutated pancreatic cancer organoids uncovers individual therapeutic vulnerabilities;FLA;TRUE;Hybrid Open Access;Elsevier;Cancer Letters;0304-3835;CC BY-NC
University of Zurich;02.12.2024;02.05.2024;10.1016/j.bvth.2024.100012;Clusterin can mediate apoptosis-induced molecular mechanisms in Immune Thrombocytopenia;FLA;FALSE;Full Open Access;Elsevier;Blood Vessels, Thrombosis & Hemostasis;2950-3272;CC BY-NC-ND
University of Zurich;13.11.2023;12.06.2024;10.1016/j.brs.2024.06.007;Exploring the local field potential signal from the subthalamic nucleus for phase-targeted auditory stimulation in Parkinson’s disease;FLA;FALSE;Full Open Access;Elsevier;Brain Stimulation;1935-861X;CC BY
University of Zurich;26.07.2023;16.01.2024;10.1016/j.brs.2024.01.006;Direct subthalamic nucleus stimulation influences speech and voice quality in Parkinson's disease patients;FLA;FALSE;Full Open Access;Elsevier;Brain Stimulation;1935-861X;CC BY-NC-ND
University of Zurich;10.12.2023;16.01.2024;10.1016/j.brainresbull.2024.110883;Potential Effects of the Most Prescribed Drugs on the Microbiota-Gut-Brain-Axis: A Review;REV;FALSE;Full Open Access;Elsevier;Brain Research Bulletin;0361-9230;CC BY
University of Zurich;20.05.2024;14.08.2024;10.1016/j.bpsc.2024.08.005;Losing control: Prefrontal emotion regulation relates to symptom severity and predicts treatment-related symptom change in adolescent girls with conduct disorder;FLA;TRUE;Hybrid Open Access;Elsevier;Biological Psychiatry: Cognitive Neuroscience and Neuroimaging;2451-9022;CC BY
University of Zurich;19.04.2024;28.06.2024;10.1016/j.bpsc.2024.06.014;Substance use-related alterations of social decision-making in a longitudinal cohort of young adults;FLA;TRUE;Hybrid Open Access;Elsevier;Biological Psychiatry: Cognitive Neuroscience and Neuroimaging;2451-9022;CC BY-NC-ND
University of Zurich;14.04.2024;09.09.2024;10.1016/j.bonr.2024.101803;Romosuzumab used to treat a 29-year-old patient with anorexia nervosa related osteoporosis – A case report;CRP;FALSE;Full Open Access;Elsevier;Bone Reports;2352-1872;CC BY
University of Zurich;14.08.2023;02.04.2024;10.1016/j.biopsycho.2024.108791;Emerging effects of temperature on human cognition, affect, and behaviour;FLA;TRUE;Hybrid Open Access;Elsevier;Biological Psychology;0301-0511;CC BY-NC-ND
University of Zurich;22.04.2024;15.06.2024;10.1016/j.biopha.2024.116963;Myricetin ameliorates cognitive impairment in 3×Tg Alzheimer’s disease mice by regulating oxidative stress and tau hyperphosphorylation;FLA;FALSE;Full Open Access;Elsevier;Biomedicine & Pharmacotherapy;0753-3322;CC BY
University of Zurich;09.11.2023;02.02.2024;10.1016/j.biopha.2024.116252;Reduced SV2A and GABAA receptor levels in the brains of type 2 diabetic rats revealed by [18F]SDM-8 and [18F]flumazenil PET;SCO;FALSE;Full Open Access;Elsevier;Biomedicine & Pharmacotherapy;0753-3322;CC BY-NC-ND
University of Zurich;14.11.2023;16.01.2024;10.1016/j.biopha.2024.116177;Safety assessment of the SGLT2 inhibitors empagliflozin, dapagliflozin and canagliflozin during pregnancy: An ex vivo human placenta perfusion and in vitro study;FLA;FALSE;Full Open Access;Elsevier;Biomedicine & Pharmacotherapy;0753-3322;CC BY
University of Zurich;31.03.2024;24.09.2024;10.1016/j.biocontrol.2024.105625;How to control nasty scarabs? Effectiveness of the generalist entomopathogenic fungus Metarhizium brunneum against garden chafer larvae;FLA;FALSE;Full Open Access;Elsevier;Biological Control;1049-9644;CC BY
University of Zurich;22.08.2024;17.11.2024;10.1016/j.biochi.2024.11.010;Evidence for Interaction of 5,10-Methylenetetrahydrofolate Reductase (MTHFR) with Methylenetetrahydrofolate Dehydrogenase (MTHFD1) and General Control Nonderepressible 1 (GCN1);FLA;TRUE;Hybrid Open Access;Elsevier;Biochimie;0300-9084;CC BY
University of Zurich;07.01.2024;17.10.2024;10.1016/j.biochi.2024.10.012;Central nervous system pathways targeted by amylin in the regulation of food intake;REV;TRUE;Hybrid Open Access;Elsevier;Biochimie;0300-9084;CC BY
University of Zurich;08.07.2023;30.01.2024;10.1016/j.biochi.2024.01.018;Should the standard model of cellular energy metabolism be reconsidered? Possible coupling between the pentose phosphate pathway, glycolysis and extra-mitochondrial oxidative phosphorylation;SCO;TRUE;Hybrid Open Access;Elsevier;Biochimie;0300-9084;CC BY
